vd_salePhone,vd_serviceCode,vd_dealerName,vd_longitude,vd_address,vd_latitude,vc_name,vd_url,vd_dealerCode,vd_dealerType,vd_city,vd_province,vd_postCode,vd_fax,vp_name,vd_id
0731-85048888,,湖南华洋汽车贸易有限公司,113.035815,长沙市雨花区黄谷路308号,28.087926,长沙,,S743009,1,73,10,410014,,H 湖南,179
0731-85226768,,湖南中拓瑞众汽车销售服务有限公司,112.996207,湖南省长沙市芙蓉南路二段123号,28.102038,长沙,,S743016,1,73,10,410000,,H 湖南,518
0731-88389000,,湖南永通汽车销售服务有限公司,112.89819,长沙市望城区大泽湖街道吴家冲路28号,28.320619,长沙,,S743021,1,73,10,410219,,H 湖南,782
0731-88441111,,湖南华洋众广汽车销售服务有限公司,112.865792,长沙市岳麓区高新开发区麓谷汽车城长四路,28.214288,长沙,,S743022,1,73,10,410205,,H 湖南,812
0731-83836888,,浏阳永通汽车销售服务有限公司,113.649718,浏阳关口工业小区（消防大队斜对面）,28.187748,长沙,,S743026,1,73,10,,,H 湖南,888
0731-85919888,,湖南长久博腾汽车销售服务有限公司,112.954975,湖南省长沙市岳麓区岳麓街道五星村99号 ,28.144755,长沙,,S743028,1,73,10,,,H 湖南,982
4000731118,,长沙大汉汽车贸易有限公司,113.090915,长沙市芙蓉区远大路与红旗路交汇处西南角,28.210719,长沙,,S743030,1,73,10,,,H 湖南,1000
0731-87362538,,湖南中拓瑞鑫汽车销售服务有限公司,112.54808,湖南省长沙市宁乡县白马桥乡仁福村（食品工业园）,28.235937,长沙,,S743027,1,73,10,,,H 湖南,1005
0739-5282528,,邵阳市宝庆汽车超市有限公司,111.524103,邵阳市宝庆东路169号,27.254520,邵阳,,S743013,1,74,10,422001,,H 湖南,208
18975908099,,邵阳市宝庆汽车超市有限公司邵东分公司,111.735076,邵东县开发区皮具工贸园皮具大道,27.27231,邵阳,,S743013M1,2,74,10,,,H 湖南,1067
0731-28454848,,株洲蓝马汽车销售服务有限公司,113.161331,株洲市国家汽车城品牌车专卖A区一汽-大众4S店,27.869704,株洲,,S743008,1,76,10,412000,,H 湖南,178
0731-22833777,,株洲市健车行汽车服务有限公司,113.140473,株洲市天元区黄河南路192号,27.816032,株洲,,S743024,1,76,10,412007,,H 湖南,813
0731-22063366,,攸县健车行汽车服务有限公司,113.403554,攸县湘东汽贸城一汽大众4s店,27.020953,株洲,,S243004,1,76,10,,,H 湖南,1046
0731-55188851,,湘潭市健车行汽车服务有限公司,112.527829,湘潭市岳塘区双马镇迅达科技圆东侧,27.752299,湘潭,,S843001,1,77,10,411100,,H 湖南,183
0731-55515888,,湘潭众富汽车销售服务有限公司,112.939921,湘潭市九华示范区湘望路九华汽车大世界8号,27.946793,湘潭,,S743034,1,77,10,411201,,H 湖南,706
0731-56977666,,湘乡湘健汽车服务有限公司,112.525708,湖南省湘乡市红仑大道汽车北站,27.751456,湘潭,,S243003,1,77,10,,,H 湖南,970
0734-8517777,,衡阳市西城汽车经贸有限公司,112.613877,湖南省衡阳市石鼓区107国道望城路口,26.941855,衡阳,,S743011,1,78,10,421005,,H 湖南,181
0734-8121111,,衡阳长久博华汽车销售服务有限公司,112.578764,衡阳市蒸湘区杨柳村二组,26.871878,衡阳,,S743029,1,78,10,,,H 湖南,1015
18692024681,,衡阳市西城汽车经贸有限公司耒阳汽车销售分公司,112.870306,耒阳市蔡子池街道办事处梅桥居委会十二组1栋,26.428561,衡阳,,S743011M1,2,78,10,,,H 湖南,1085
0730-8715498,,湖南邦田汽车服务有限公司,113.180505,湖南省岳阳市巴陵东路382号,29.376283,岳阳,,S743014,1,79,10,414000,,H 湖南,280
0730-6663189,,平江县邦田汽车服务有限公司,113.581361,湖南省平江县城关镇寺前工业小区,28.699651,岳阳,,S243002,1,79,10,,,H 湖南,894
0730-8572288,,岳阳大汉汽贸有限公司,113.180304,"""湖南省岳阳城陵矶临港产业新区联港路 """,29.425897,岳阳,,S743031,1,79,10,,,H 湖南,984
18773055550,,湖南邦田汽车服务有限公司湘阴分公司,112.902639,湘阴县文星镇长岭路与湘阴大道交汇处湘长大厦,28.682154,岳阳,,S743014M1,2,79,10,,,H 湖南,1066
0735-2267888,,郴州永通汽车销售服务有限公司,113.07346,湖南省郴州市苏仙区锁石路东侧,25.788413,郴州,,S743023,1,80,10,423000,,H 湖南,723
0735-3388333,,郴州华运通汽车销售服务有限公司,112.959825,郴州市北湖区保和镇雷大桥村万华汽车城一汽大众4S店,25.751697,郴州,,S743033,1,80,10,,,H 湖南,1051
0738-8813111/0738-8813222,,娄底大汉汽车贸易有限公司,112.018350,湖南省娄底市娄星区大科办事处大新居委会（汽车南站往南800米处）,27.687909,娄底,,S743018,1,225,10,417000,,H 湖南,531
0738-4241222,,涟源市大汉汽车贸易有限公司,111.695783,湖南省涟源市石马山镇张家湾娄新高速联络线收费站出口200米处,27.693878,娄底,,S243006,1,225,10,,,H 湖南,1057
13034831578,,娄底大汉汽车贸易有限公司双峰分公司,112.018187,双峰经济开发区科技工业园（和森路南侧）,27.688112,娄底,,S743018M2,2,225,10,,,H 湖南,1079
15581331777,,娄底大汉汽车贸易有限公司新化分公司,111.34875,新化县桑梓镇青峰村6组,27.743905,娄底,,S743018M1,2,225,10,,,H 湖南,1080
0746-8332377,,湖南省永州市永恒汽车贸易有限公司,111.611061,湖南省永州市长丰工业园长丰大道南侧101号,26.404774,永州,,S743015,1,227,10,425000,,H 湖南,512
0745-2836888,,怀化春茂汽车销售服务有限公司,109.960480,怀化市包茂高速公路出入口一汽大众4S店,27.491097,怀化,,S743019,1,275,10,418000,,H 湖南,633
0745-2333666,,怀化永通汽车销售服务有限公司,110.008552,湖南省怀化市鹤城区南环路（怀化国际汽车城内）,27.523702,怀化,,S743032,1,275,10,,,H 湖南,1036
0737-2234567,,益阳永通汽车销售服务有限公司,112.403038,益阳市高新区益宁城际干道（火车东站旁）,28.513829,益阳,,S743020,1,282,10,413000,,H 湖南,657
0744-8565222,,张家界永通汽车销售服务有限公司,110.564958,张家界市永定区阳湖坪镇经济开发区C区九城汽车大世界（高速收费站旁）,29.139133,张家界,,S243001,1,337,10,,,H 湖南,884
0743-8711777,,湘西永通汽车销售服务有限公司,109.704552,湖南省吉首市湘西经济开发区内（湘西民族职业技术学院对面）,28.268551,吉首,,S743025,1,338,10,,,H 湖南,889
0451-82041234,,哈尔滨一汽森华汽车贸易有限公司,126.762236,哈尔滨市道外区天恒大街5号,45.798329,哈尔滨,,S923002,1,65,9,150059,,H 黑龙江,29
0451-82050588,,黑龙江博远汽车维修有限公司,126.760495,哈尔滨市香坊区公滨路47号,45.731451,哈尔滨,,S723012,1,65,9,150038,,H 黑龙江,33
0451-82424999,,哈尔滨中汽汽贸汽车销售服务有限公司,126.738511,哈尔滨市道外区先锋路30号,45.778378,哈尔滨,,S723019,1,65,9,150056,,H 黑龙江,223
0451-84372888 ,,龙海汽车销售集团股份有限公司,126.583604,哈尔滨市道里区城乡路301号,45.730023,哈尔滨,,S723023,1,65,9,150070,,H 黑龙江,224
0451-82339222,,黑龙江运通俊业汽车销售服务有限公司,126.701871,哈尔滨市南岗区红旗大街222号,45.755831,哈尔滨,,S723009,1,65,9,150090,,H 黑龙江,385
0451-51862666,,哈尔滨诚杰汽车销售有限公司,126.610672,哈尔滨市平房区哈南工业新城松花路37号,45.616254,哈尔滨,,S723024,1,65,9,150060,,H 黑龙江,760
0451—87508056,,哈尔滨运通俊恩汽车销售服务有限公司,126.653419,哈尔滨市南岗区哈平路162号,45.685227,哈尔滨,,S723034,1,65,9,150081,,H 黑龙江,819
0451-53500088,,黑龙江龙海博众汽车销售服务有限公司,127.171164,五常镇亚臣路与文化路交汇处（杏花村）,44.907629,哈尔滨,,S223003,1,65,9,150070,,H 黑龙江,821
0467-2678023,,鸡西市英华进口汽车服务有限公司,131.026498,鸡西市鸡冠区兴国东路39号,45.299805,鸡西,,S723020,1,66,9,158100,,H 黑龙江,2
0454-8583335-1,,佳木斯安诚轿车销售服务有限公司,130.332704,佳木斯市红旗路166号,46.818872,佳木斯,,S723015,1,67,9,154004,,H 黑龙江,35
0454-2645888,,富锦安诚汽车销售服务有限公司,132.077879,黑龙江省富锦市锦绣大街东段与富宏路交叉口,47.253195,佳木斯,,S223001,1,67,9,156100,,H 黑龙江,825
0453-6888880-1,,牡丹江中信汽车销售服务有限责任公司,129.681627,牡丹江市裕民路169号,44.638930,牡丹江,,S723014,1,68,9,157000,,H 黑龙江,225
0452-6105077 ,,齐齐哈尔粤华轿车销售有限公司,123.939244,齐齐哈尔市高新技术产业开发区鹤城路1号,47.312683,齐齐哈尔,,S723021,1,69,9,161005,,H 黑龙江,37
0452-2527336/2527337,,齐齐哈尔华明晟通汽车销售有限公司,124.07279,齐齐哈尔市铁峰区联通大道汽贸城,47.348831,齐齐哈尔,,S723027,1,69,9,,,H 黑龙江,870
0459-6136100 ,,大庆世腾汽车销售有限公司,124.913027,大庆市让胡路区东环路西侧北方汽配城（一中灯岗往东湖方向550米）,46.609392,大庆,,S723016,1,70,9,163458,,H 黑龙江,492
0459-6590000/6591111,,大庆世腾骏兴汽车销售服务有限公司,125.162975,大庆市高新开发区汽车工业园庆新东街,46.569160,大庆,,S723022,1,70,9,163311,,H 黑龙江,609
0459-6303333,,大庆名派汽车销售服务有限公司,125.016551,大庆市萨尔图区世纪大道北侧、大庆长途客运站西侧 ,46.614414,大庆,,S723030,1,70,9,,,H 黑龙江,958
0455-7859000,,黑龙江龙众汽车销售服务有限公司,126.975967,黑龙江省绥化市北林区康庄路西电力名苑南,46.625064,绥化,,S723025,1,292,9,152000,,H 黑龙江,682
0451-3593399,,鹤岗骏达汽车销售有限公司,130.360469,鹤岗市东山区产业园A区,47.335546,鹤岗,,S723026,1,313,9,154100,,H 黑龙江,788
0464-9959333,,七台河市龙海汇众汽车销售服务有限公司,131.001387,七台河市桃山区308省道（桃山立井对面）,45.763291,七台河,,S723032,1,324,9,154600,,H 黑龙江,820
0469-4680468,,双鸭山安诚汽车销售服务有限公司,131.16801,黑龙江省双鸭市集贤县福利镇龙飞公汽运输有限公司3号楼1-1号,46.735407,双鸭山,,S723028,1,325,9,155900,,H 黑龙江,823
0458-3023111,,伊春龙海德众汽车销售有限公司,128.828487,黑龙江省伊春市乌马河区振华街（126-258）林都加油站东侧,47.711344,伊春,,S223002,1,327,9,,,H 黑龙江,832
0457-2736111,,大兴安岭龙海兴众汽车销售服务有限公司,124.090952,大兴安岭加格达奇区春晖变电站东侧,50.439658,大兴安岭地区,,S723029,1,335,9,,,H 黑龙江,871
0456-6865111,,北安市粤华汽车销售有限公司,126.463285,黑龙江省北安市汽车产业园区202国道西侧,48.239585,黑河,,S723031,1,361,9,,,H 黑龙江,1020
0431-87616222,,长春通立汽车商贸有限公司,125.281742,长春市绿园区普阳街3202号,43.878024,长春,,S722030,1,85,12,130011,,J 吉林,23
0431-84671199,,吉林省吉刚汽车贸易有限公司,125.394039,长春市自由大路6308号,43.870699,长春,,S722005,1,85,12,130033,,J 吉林,24
0431-84664688,,长春市华阳汽车贸易有限责任公司,125.378999,长春市东南湖大路1033,43.858121,长春,,S722017,1,85,12,130033,,J 吉林,25
0431-88785111,,长春通立德众汽车服务有限公司,125.435357,长春市净月高新技术产业开发区净月大街2266号,43.836949,长春,,S722044,1,85,12,130000,,J 吉林,65
0431-87988588,,长春汇腾汽车销售服务有限公司,125.250827,长春市汽车产业开发区景阳大路3688号,43.889340,长春,,S722032,1,85,12,130062,,J 吉林,219
0431-85516611,,吉林省华之诚汽车销售服务有限公司,125.240345,吉林省长春市长沈路488号,43.848195,长春,,S722028,1,85,12,130011,,J 吉林,220
0431-87022998,,长春瑞骐汽车销售服务有限公司,125.253842,长春市高新技术开发区蔚山路3823号,43.821960,长春,,S722035,1,85,12,130031,,J 吉林,478
0431-82608222,,长春郁晟汽车销售有限公司,125.221866,长春高新区卓越大街666号,43.781395,长春,,S722064,1,85,12,130103,,J 吉林,599
0431-85908163,,长春一汽实业众捷汽车销售有限公司,125.271041,东风大街669号,43.872619,长春,,S722039,1,85,12,130011,,J 吉林,621
0431-85524666,,吉林省久恒汽车销售服务有限公司,125.224083,长沈路1866号,43.841623,长春,,S722057,1,85,12,130011,,J 吉林,622
0431-88787333,,吉林省华之诚世达汽车销售服务有限公司,125.300122,吉林省长春市宽城区青年路3875号,43.941131,长春,,S722041,1,85,12,130052,,J 吉林,713
0431-85029555,,吉林省驰恒汽车销售服务有限公司,125.336106,长春市宽城区九台北路1633号,43.949390,长春,,S722037,1,85,12,130051,,J 吉林,718
18100499555,,吉林省吉刚汽车贸易有限公司农安分公司,125.192571,吉林省长春市农安县工业集中区吉刚汽贸城1号楼22号,44.467996,长春,,S722005M1,2,85,12,,,J 吉林,1113
0438-6336666,,吉林石油装备汽车销售维修服务有限公司,124.818942,吉林省松原市长宁北街499号,45.198670,松原,,S722027,1,86,12,138000,,J 吉林,28
0438-2088866,,松原汇众汽车销售服务有限公司,124.793534,松原经济技术开发区创业大街2号,45.13763,松原,,S722040,1,86,12,138000,,J 吉林,711
0432-64673333,,吉林市神华大众汽车服务有限责任公司,126.575697,吉林市丰满经济开发区吉桦路188号,43.778159,吉林,,S722002,1,87,12,132013,,J 吉林,221
0432-62269998,,吉林市神洲大众汽车销售服务有限公司,126.527038,吉林省吉林市船营区越山路408-3号,43.871834,吉林,,S722033,1,87,12,132011,,J 吉林,562
0435-3620866,,通化鑫宇汽车销售有限公司,125.955872,新胜北路2355号,41.766311,通化,,S722023,1,88,12,134000,,J 吉林,222
18343552999,,通化鑫宇汽车销售有限公司梅河口市分公司,125.750707,梅河口市北环东路与建国路交汇处,42.288422,通化,,S722023M1,2,88,12,,,J 吉林,1078
0433-2837449,,延吉中诚汽车贸易有限公司,129.544273,延吉市开发区长白路256号,42.900506,延吉,,S722021,1,89,12,133000,,J 吉林,26
0439-3357668,,白山市众合汽车销售维修有限公司,126.439496,吉林省白山市八道江区江北物流中心西侧,41.965077,白山,,S722026,1,90,12,134300,,J 吉林,27
0434-6997788/0434-6997799,,四平汇众汽车销售服务有限公司,124.374188,四平市红嘴开发区兴红路2号,43.200161,四平,,S722036,1,229,12,136000,,J 吉林,520
0434-7316666,,双辽汇众汽车销售服务有限公司,123.461454,吉林省双辽市辽西街吉兴委5组 ,43.519516,四平,,S222002,1,229,12,,,J 吉林,919
0434-5162999,,公主岭汇众汽车销售服务有限公司,124.875305,公主岭岭东工业集中区，新102国道998公里处,43.518166,四平,,S222001,1,229,12,,,J 吉林,1030
13039021155,,四平汇众汽车销售服务有限公司伊通分公司,125.298383,伊通满族自治县伊通镇七星街（二小学北侧）,43.35347,四平,,S722036M1,2,229,12,,,J 吉林,1103
0431-83939825,,吉林省驰久汽车销售服务有限公司,126.546666,吉林省榆树市榆三公路五公里700米处（廉家道口）,44.848704,榆树,,S222003,1,343,12,,,J 吉林,905
0436-3526666,,白城汇众汽车销售服务有限公司,122.839458,白城市洮白公路1008号 ,45.582405,白城,,S722058,1,349,12,,,J 吉林,933
0437-3725111,,辽源市聚鑫汽车销售服务有限公司,125.202665,吉林省辽源市龙山区工农乡苇塘村二组（新车管所隔壁）,42.871345,辽源,,S722059,1,357,12,,,J 吉林,1003
0519-86522888       ,,常州宝达汽车销售服务有限公司,119.965626,常州市武进汽车城A区5号,31.700436,常州,,S732038,1,91,13,213161,,J 江苏,95
0519-85102028,,常州国际汽车城有限公司,119.987493,常州市新北区黄河路98号,31.842504,常州,,S732029,1,91,13,213000,,J 江苏,101
0519-83971888,,常州市上瑞汽车销售服务有限公司,119.891447,常州钟楼经济开发区汽车服务中心A-3号,31.794973,常州,,S732052,1,91,13,213023,,J 江苏,563
0519-87616888,,溧阳宝达汽车销售服务有限公司,119.500439,江苏省溧阳市昆仑转盘西侧（溧阳汽车城）,31.469502,常州,,S732067,1,91,13,213300,,J 江苏,689
0519-82110888,,金坛宝达汽车销售服务有限公司,119.627458,金坛南环二路汽车城6号,31.736468,常州,,S732093,1,91,13,,,J 江苏,872
0519-88066618,,常州外汽东进汽车销售服务有限公司,120.102134,江苏省常州市武进区横山桥镇省庄村横山桥汽车城 ,31.783593,常州,,S732072,1,91,13,,,J 江苏,922
0512-58185000,,张家港市汇众汽车销售有限公司,120.580974,张家港市鹿杨路1号（世纪星汽车城西侧）,31.881112,苏州,,S732041,1,93,13,215600,,J 江苏,94
0512-50338689,,昆山锦隆汽车贸易有限公司,120.979616,江苏省昆山市长江北路588号,31.444868,苏州,,S732019,1,93,13,215314,,J 江苏,96
0512-65766661,,苏州欧亚伟业实业有限公司,120.648318,苏州市相城区华元路99号,31.381349,苏州,,S732023,1,93,13,215131,,J 江苏,98
0512-68157000,,苏州汇凯汽车贸易有限公司,120.611429,苏州南环西路220号,31.283117,苏州,,S732036,1,93,13,215000,,J 江苏,211
0512-68081888,,苏州市国懋汽车销售服务有限公司,120.565600,苏州市高新区塔园路111号,31.289397,苏州,,S932014,1,93,13,215000,,J 江苏,415
0512-63988600,,苏州市德宝车业有限公司,120.681074,江苏省吴江市经济开发区庞北路东侧,31.180895,苏州,,S732054,1,93,13,215200,,J 江苏,534
0512-67685888,,苏州德诚汽车销售服务有限公司,120.679225,苏州市吴中经济开发区尹南路（原兴郭路）399号,31.239132,苏州,,S732080,1,93,13,,,J 江苏,896
0512-86867666,,苏州元通汽车销售服务有限公司,120.557984,苏州高新区塔园路398号 ,31.331759,苏州,,S732085,1,93,13,,,J 江苏,978
15050295772,,苏州市德宝车业有限公司平望分公司,120.656715,苏州市平望镇s227省道东侧新春纺织有限公司一层,30.947431,苏州,,S732054M1,2,93,13,,,J 江苏,1081
0510-87867222,,宜兴市广海元汽车销售服务有限公司,119.840671,宜兴经济开发区锡宜公路东侧江旭集团对面,31.410538,无锡,,S732043,1,94,13,214214,,J 江苏,7
0510-85437771-801,,无锡市新纪元众友汽车销售服务有限公司,120.350146,无锡市崇安区学前东路尤渡里东方汽车二城内,31.588652,无锡,,S732040,1,94,13,214000,,J 江苏,8
0510-85703000              ,,无锡申荣汽车有限公司,120.255867,无锡市梁溪路张巷98号,31.565718,无锡,,S932018,1,94,13,214063,,J 江苏,89
0510-82122563 ,,无锡东方荣昌汽车销售服务有限公司,120.40894,无锡市新区金城东路新的东方汽车城内,31.567853,无锡,,S732007,1,94,13,214000,,J 江苏,252
 0510-86401666,,江阴市全顺海宏汽车销售服务有限公司,120.320679,江苏省江阴市澄扬路59号,31.889564,无锡,,S732045,1,94,13,214400,,J 江苏,449
0510-83219888,,无锡宝达汽车销售服务有限公司,120.236591,无锡市惠山区钱桥街道江海西路南侧江南机械西侧,31.622137,无锡,,S732068,1,94,13,214151,,J 江苏,719
0510-81705555,,宜兴新东方汽车销售服务有限公司,119.792473,江苏省宜兴经济开发区融达汽车城西大门加油站南侧180米,31.393452,无锡,,S732084,1,94,13,,,J 江苏,912
0510-81608181,,江阴市海隆汽车销售服务有限公司,120.20464,江阴市五星路1688号（夏港国际汽车城）,31.904604,无锡,,S732083,1,94,13,,,J 江苏,952
0516-83667788,,徐州金茂汽车贸易有限公司,117.230054,徐州市东三环路广山段公安驾校南侧,34.275149,徐州,,S732033,1,96,13,221000,,J 江苏,90
0516-66660888,,徐州金源汽车服务有限公司,117.216262,徐州市王场（复兴北路东侧）,34.29839,徐州,,S732058,1,96,13,221000,,J 江苏,565
0516-68879888,,徐州金泉汽车贸易有限公司,116.95057,江苏省沛县新城区正阳路东侧，韩信路南侧,34.757943,徐州,,S232001,1,96,13,221600,,J 江苏,786
0516-68065888,,徐州金宇汽车贸易有限公司 ,117.991307,江苏省睢宁县东环岛汽车站西门南侧,33.904714,徐州,,S232002,1,96,13,,,J 江苏,854
0516-86603888,,邳州大中汽车销售服务有限公司,117.995073,江苏省邳州市环城北路汽车城（新城汽车站北侧）一汽-大众4S店,34.382804,徐州,,S732088,1,96,13,,,J 江苏,1044
0516-88780777,,新沂大中汽车贸易有限公司,118.3599,江苏省新沂市唐店镇街口249省道西侧 ,34.296981,徐州,,S232013,1,96,13,,,J 江苏,1063
0513-85616666,,南通新城集团有限公司,120.812225,南通市城港路139号,32.039848,南通,,S732048,1,97,13,226003,,J 江苏,255
0513-85925888,,南通鑫湖汽车贸易服务有限公司,120.955203,江苏省南通市经济技术开发区星湖大道1075号,31.928299,南通,,S732050,1,97,13,226010,,J 江苏,456
0513-87778888,,如皋神州汽车销售服务有限公司,120.554185,如皋市如城镇惠政西路纪庄社区11组（如皋汽车城有限公司内）,32.362262,南通,,S732064,1,97,13,226500,,J 江苏,684
0513-55881188,,南通文峰伟嘉汽车销售服务有限公司,120.884939,南通市工农北路599号,32.070722,南通,,S732062,1,97,13,226000,,J 江苏,729
0513-68508000,,如东德众汽车销售服务有限公司,121.169308,江苏省如东县掘港镇南环路88号,32.298748,南通,,S732081,1,97,13,,,J 江苏,903
0513-83209666,,启东常众文峰汽车销售服务有限公司,121.612643,江苏省启东市汇龙镇人民西路3911号 ,31.832362,南通,,S732077,1,97,13,,,J 江苏,923
0513-81812222,,海安德品汽车有限公司,120.407736,海安县海安镇北川西路7号 ,32.488586,南通,,S732086,1,97,13,,,J 江苏,962
0513-55083888,,南通大生众和汽车销售服务有限公司,120.938014,南通市通富北路999号,32.036553,南通,,S732063,1,97,13,,,J 江苏,1064
13921649633,,南通大生众和汽车销售服务有限公司通州分公司,120.989614,南通市通州区北二环路南侧（金沙镇育才路3号）,31.923294,南通,,7583208A1,4,97,13,226000,,J 江苏,1151
0518-85913666,,连云港康华汽车销售服务有限公司,119.221009,连云港海州开发区瀛州南路50-1号,34.575991,连云港,,S732032,1,98,13,222000,,J 江苏,401
0518-82376999,,连云港康瑞汽车销售服务有限公司,119.310027,连云港市开发区东方大道南,34.718945,连云港,,S732073,1,98,13,222000,,J 江苏,795
0518-88519666/0518-88788061,,连云港康瀛汽车销售有限公司,119.224733,江苏省连云港市灌云县经济开发区境内324省道南侧,34.276928,连云港,,S232008,1,98,13,,,J 江苏,883
0518-87181666,,连云港康泽汽车销售有限公司,119.121372,江苏省连云港市赣榆县青口镇南街社区华中南路西侧 ,34.825748,连云港,,S232011,1,98,13,,,J 江苏,917
0518-87268088,,连云港康锦汽车销售有限公司,118.792125,连云港市东海县奔牛转盘向南4公里（开发区海宁皮革城对面）,34.516576,连云港,,S232010,1,98,13,,,J 江苏,963
0515-88186502,,江苏中联汽车销售服务有限公司,120.137938,盐城市世纪大道２８８号,33.33672,盐城,,S732025,1,101,13,224055,,J 江苏,99
51588537888,,盐城鑫湖贸易有限公司,120.230328,江苏省盐城经济技术开发区新都东路31号,33.382425,盐城,,S732061,1,101,13,224007,,J 江苏,797
0515-89515566,,东台宝达汽车销售服务有限公司,120.424952,东台市城东新区经一南路1号（永宁国际汽车城内）,32.865746,盐城,,S232012,1,101,13,,,J 江苏,864
0515-89222188,,射阳宝达汽车销售服务有限公司,120.222346,江苏省射阳县经济开发区汇通汽贸城西侧（一汽大众4S店）,33.768551,盐城,,S232016,1,101,13,,,J 江苏,932
13814349669,,江苏中联汽车销售服务有限公司阜宁分公司,119.8276,阜宁县开发区大道20号阜宁星辰汽车城内,33.78565,盐城,,S732025M1,2,101,13,,,J 江苏,1086
025-85330666,,南京朗驰集团苏润汽车销售服务有限公司,118.826201,南京市栖霞大道２号,32.122097,南京,,S732021,1,102,13,210028,,J 江苏,97
025-52886622,,江苏华海南众汽车销售有限公司,118.805453,南京市卡子门大街62号,31.992511,南京,,S732066,1,102,13,210012,,J 江苏,253
025-85436861,,江苏苏舜华德汽车销售服务有限公司,118.816271,南京市玄武区红山路56号,32.090113,南京,,S732028,1,102,13,210028,,J 江苏,254
025-68530888/68530999,,南京协众东麒汽车有限公司,118.883391,南京市江宁区东山街道高桥工业集中区东麒路,31.986483,南京,,S732051,1,102,13,210007,,J 江苏,526
025-52602288,,江苏协众晨友汽车有限公司,118.817494,南京秦淮区大明路130号,32.013765,南京,,S732091,1,102,13,,,J 江苏,829
025-52178888,,南京协众瑞东汽车有限公司,119.074372,江苏省南京市江宁区汤山街道汤山大街,32.025035,南京,,S732069,1,102,13,,,J 江苏,836
025-57268888,,南京溧水协众汽车销售服务有限公司,119.019456,南京市溧水区经济开发区团山西路27号 ,31.691819,南京,,S232015,1,102,13,,,J 江苏,936
025-68720011,,南京东连香江汽车销售服务有限公司,118.859002,南京市江宁经济开发区蓝天路238号 ,31.779028,南京,,S732090,1,102,13,,,J 江苏,965
025－52206688,,南京江北协众汽车销售服务有限公司,118.705771,南京市浦口区沿山东路泰山汽车4S园9-5号 ,32.143743,南京,,S732087,1,102,13,,,J 江苏,999
18151659777,,南京协众东麒汽车有限公司高淳分公司,118.870412,江苏省南京市高淳区淳溪镇汶溪路163号-18,31.344957,南京,,S732051M1,2,102,13,,,J 江苏,1112
0514-87955555,,江苏金太阳汽车销售服务有限公司,119.424290,扬州市扬子江中路180号,32.365056,扬州,,S732037,1,103,13,225009,,J 江苏,100
0514-87553333,,扬州金通汽车销售服务有限公司,119.612579,江苏省扬州市江都区汽车城5号地块101号,32.438651,扬州,,S732065,1,103,13,225200,,J 江苏,791
0514-87225555,,扬州金迈汽车销售服务有限公司,119.178749,江苏省仪征市真州镇曹山路19号,32.305551,扬州,,S232007,1,103,13,,,J 江苏,892
0514-87391111,,江苏金太阳瑞众汽车贸易有限公司,119.38467,扬州市邗江区西湖镇金槐村饶庄组 ,32.455633,扬州,,S732078,1,103,13,,,J 江苏,929
0511-85217888,,江苏华跃汽车有限公司,119.476402,江苏省镇江市润州区官塘桥路99号,32.178521,镇江,,S732031,1,104,13,212004,,J 江苏,102
0511-86059999,,江苏德大汽车有限公司,119.608959,江苏省丹阳市开发区黄金塘东路1号,32.045055,镇江,,S732059,1,104,13,212310	,,J 江苏,640
0511-89666666,,镇江德豪汽车有限公司,119.508464,镇江新区丁卯武将路16号,32.188385,镇江,,S732071,1,104,13,212000,,J 江苏,810
15996800522,,江苏华跃汽车有限公司句容分公司,119.160155,江苏省镇江市句容市洪武路三里井,31.968584,镇江,,7583296A1,4,104,13,212000,,J 江苏,1146
0512-52833377,,常熟市众成汽车销售有限公司,120.805133,常熟新厍村汽车市场东100米,31.641364,常熟,,S732015,1,105,13,215500,,J 江苏,93
0512-52020000,,常熟德润汽车销售服务有限公司,120.757045,江苏省常熟市深圳路16号,31.697613,常熟,,S732070,1,105,13,215500,,J 江苏,744
0527-81880777,,宿迁大中汽车服务有限公司,118.240492,宿迁市宿城区双庄镇双庄街南红海路西侧,33.936011,宿迁,,S732046,1,213,13,223800,,J 江苏,464
0527-83776666,,沭阳大中汽车服务有限公司,118.805174,沭阳县沭城镇学院路北侧永康路东侧,34.092818,宿迁,,S232003,1,213,13,,,J 江苏,882
0527-86688588,,宿迁中瑞汽车服务有限公司,118.192087,江苏省宿迁市泗洪县宁徐路西侧（国际汽车城）A区 ,33.415123,宿迁,,S232014,1,213,13,,,J 江苏,937
0517-88557777/88558066,,淮安驰祥汽车销售服务有限公司,118.614029,江苏省淮安市盱眙县维桥国际汽车城（盱马路北侧）,33.012737,淮安,,S232009,1,242,13,211700,,J 江苏,67
0517-80877755,,淮安康润汽车销售服务有限公司,33.620762,江苏省淮安市清河新区水渡口大道123号,33.620762,淮安,,S732055,1,242,13,223001,,J 江苏,564
0523-86999777,,泰州金太阳汽车贸易有限公司,119.906391,江苏省泰州市国际汽车城,32.427690,泰州,,S732057,1,276,13,225300,,J 江苏,635
0523-88985666,,泰州金邦汽车销售服务有限公司,120.119714,泰州市姜堰区梁徐汽车城新328国道与双登大道交汇处 ,32.486548,泰州,,S232005,1,276,13,,,J 江苏,954
