vd_salePhone,vd_serviceCode,vd_dealerName,vd_longitude,vd_address,vd_latitude,vc_name,vd_url,vd_dealerCode,vd_dealerType,vd_city,vd_province,vd_postCode,vd_fax,vp_name,vd_id
0535-8529558,,山东龙口富龙汽车有限公司,120.520561,山东省龙口市黄城环城北路485号（公安检测线西邻）,37.664608,龙口,,S737017,1,145,24,265701,,S 山东,47
0531-87299926       ,,山东润捷汽车销售服务有限公司,116.846896,济南市槐荫区段店镇古城村西（一汽大众）,36.644193,济南,,S737050,1,146,24,250001,,S 山东,46
0531-88727588,,山东银座汽车贸易有限公司,117.189014,山东省济南市经十东路临港南区银座国际汽车广场,36.676477,济南,,S637009,1,146,24,250102,,S 山东,49
0531-86167777,,山东首佳汽车销售服务有限公司,117.047418,济南市历城区华山镇姬家庄大桥路127号,36.736758,济南,,S737061,1,146,24,250108,,S 山东,480
0531-67872777,,山东金宝利汽车销售服务有限公司,117.110001,济南市历下区工业南路60-6号,36.684432,济南,,S737071,1,146,24,250014,,S 山东,527
0531-83662777,,章丘百盛汽车销售服务有限公司,117.495298,章丘市明水经济开发区创业路,36.686975,济南,,S737096,1,146,24,,,S 山东,1026
0530-5135889,,菏泽交通集团有限公司,115.562783,菏泽市开发区黄河东路699号东邻,35.270958,荷泽,,S737085,1,147,24,274000,,S 山东,51
0530-7389999,,菏泽金江车业有限公司,115.429662,菏泽高新技术产业开发区昆明路与长城路交叉口东北角,35.288417,荷泽,,S737086,1,147,24,274000,,S 山东,780
0536-8380600,,潍坊市鑫达汽车贸易有限公司,119.086779,潍坊市潍城区安顺路45号,36.720823,潍坊,,S737036,1,148,24,261021,,S 山东,58
0536-8800372 ,,潍坊广潍发达商贸有限公司,119.137936,潍坊市奎文区潍州路369号,36.649165,潍坊,,S737039,1,148,24,261051,,S 山东,61
0536-2191111 ,,临朐广潍顺达汽车销售服务有限公司,118.580685,临朐县东城街道东虹路以西，竹寺路以北,36.469465,潍坊,,S737078,1,148,24,262600,,S 山东,703
0536-7736666,,昌邑广潍金达汽车销售服务有限公司,119.378122,昌邑市烟汕路与石化路交汇处 ,36.841578,潍坊,,S737089,1,148,24,,,S 山东,943
 0536-4829999,,安丘广利汽车贸易有限公司,119.229922,安丘市双丰大道与永安路交叉口东行1000米 ,36.409012,潍坊,,S737095,1,148,24,,,S 山东,988
0535-8263999,,招远市天城汽车维修有限公司,120.403020,招远市金城路568号,37.399139,招远,,S737042,1,149,24,265400,,S 山东,63
0533-3173000              ,,淄博众信汽车销售服务有限公司,118.075689,淄博市张店区中心路176-8号,36.835110,淄博,,S737040,1,151,24,255000,,S 山东,62
0533-2710600,,淄博市久期汽车销售有限公司,118.048660,山东省淄博市张店区山泉路75号,36.780686,淄博,,S737015,1,151,24,255067,,S 山东,358
0533-5499999,,淄博唯达长齐汽车销售有限公司,118.00803,淄博市淄川区双杨镇淄川建材城南邻,36.713547,淄博,,S737069,1,151,24,255100,,S 山东,571
0533-7682999,,淄博骏泰汽车销售服务有限公司,118.22272,山东省淄博市临淄区临淄大道1277号,36.824798,淄博,,S737079,1,151,24,255430,,S 山东,704
0533-7978999,,淄博捷通汽车销售服务有限公司,118.074431,淄博市桓台县柳泉北路与果周路交汇处天齐汽车园 ,36.910898,淄博,,S237021,1,151,24,,,S 山东,998
0538-8568666,,泰安中租汽车贸易有限公司,117.041286,泰安市岱岳区泰东路2880号,36.15809,泰安,,S737035,1,152,24,271000,,S 山东,235
0538-8860888,,泰安仁博汽车销售有限公司,117.208446,泰安市泰前大街与科技中路交汇处,36.21212,泰安,,S737080,1,152,24,271000,,S 山东,734
0538-3222999,,肥城市创伟汽车服务有限公司,116.767131,肥城市桃园街中段0118号,36.197117,泰安,,S237016,1,152,24,,,S 山东,878
13954821111,,新泰市创新汽车服务有限公司宁阳分公司,117.728837,山东省宁阳县华阳大街中段（金明热电厂对过）,35.88998,泰安,,S737057M1,2,152,24,,,S 山东,1115
0535-6021677,,烟台市大成汽车销售有限公司,121.370784,烟台市芝罘区机场路168号,37.493437,烟台,,S737018,1,154,24,264000,,S 山东,48
0535-6388199,,烟台东联汽车销售有限公司,121.285409,烟台开发区金沙江路5号,37.558223,烟台,,S737016,1,154,24,264006,,S 山东,282
0535-3108688,,海阳市瑞富春汽车销售服务有限公司,121.191696,山东省烟台市海阳市工业园区烟台街38号,36.744466,烟台,,S237009,1,154,24,265200,,S 山东,730
0535-3378866,,栖霞市祥群汽车销售有限公司,120.825467,山东省烟台市栖霞市府路南侧亨泰大酒店西,37.312662,烟台,,S737101,1,154,24,265300,,S 山东,1133
0543-3225293,,山东滨州宝捷汽车销售服务有限公司,118.035435,山东省滨州市渤海五路533号,37.385381,滨州,,S737051,1,155,24,256600,,S 山东,5
0543-3086111,,滨州腾翔汽车销售服务有限公司,117.930180,滨州市渤海24路433号,37.361570,滨州,,S737072,1,155,24,256600,,S 山东,590
0543-6255111,,山东无棣腾翔汽车销售服务有限公司,117.617842,山东省无棣县205国道北侧（汽车北站院内）,37.763905,滨州,,S237002,1,155,24,251900,,S 山东,763
0543-5054777,,滨州泰通汽车销售服务有限公司,117.544123,滨州市惠民县鲁北大街以西丰驰汽车广场7号展厅,37.503121,滨州,,S237017,1,155,24,,,S 山东,890
0543-4369388,,邹平县金鼎汽车销售服务有限公司,117.749558,山东省滨州市邹平县黛溪三路新汽车站北1000米路东,36.869179,滨州,,S737100,1,155,24,,,S 山东,1043
0546-7766777/7765111,,东营锐众汽车销售服务有限公司,118.765409,东营市经济开发区东八路与府前街交叉路口以南,37.437116,东营,,S737115,1,156,24,257091,,S 山东,491
0546-6070777,,山东广饶腾翔汽车销售服务有限公司,118.438533,广饶汇通机车市场（潍高路960号） ,37.034281,东营,,S737093,1,156,24,,,S 山东,987
0546-7735777,,东营合众汽车销售服务有限公司,118.42682,东营垦利县郝家镇北二路大务村136号,37.486197,东营,,S737099,1,156,24,,,S 山东,1058
13625465877,,东营华锐汽车销售有限公司河口分公司,118.545001,山东省东营市河口区海盛路以东,37.854191,东营,,S737062M1,2,156,24,,,S 山东,1114
0536-2869899,,高密市经贸汽车销售有限公司,119.7879,高密市平日路43公里处路东侧,36.430343,高密,,S737028,1,157,24,261505,,S 山东,52
0537-3716668,,济宁市长济汽车贸易有限公司,116.709711,济宁市高新区车管所东临327国道路南,35.460714,济宁,,S737031,1,158,24,272014,,S 山东,283
0537-2881726,,济宁众诚汽车销售服务有限公司,116.600081,济宁市车站西路18号,35.396997,济宁,,S737058,1,158,24,272100,,S 山东,463
0537-5158866,,济宁世盛汽车销售服务有限公司,116.653556,济宁市高新区洸府河东，327国道北（圣达汽车博览中心院内）,35.450283,济宁,,S737076,1,158,24,272000,,S 山东,720
0537-5518099,,济宁交运怡丰汽车销售服务有限公司,116.982886,山东省邹城市国宏大道6369号鲁南汽车城内（原北外环）,35.447912,济宁,,S737087,1,158,24,,,S 山东,867
0634-5600777             ,,莱芜泰通汽车销售服务有限公司,117.735817,莱芜市高新区汇源大街68号,36.202263,莱芜,,S737037,1,159,24,271100,,S 山东,59
0535-2296836-1,,莱州市鸿富汽车经销有限公司,119.947445,莱州市城港南路1437号,37.220484,莱州,,S737006,1,160,24,261400,,S 山东,4
0635-5035555,,聊城交运集团汽车销售服务有限责任公司,116.033303,山东省聊城市东昌府区光岳路北段,36.48447,聊城,,S737038,1,161,24,252000,,S 山东,60
0635-5091111,,聊城北斗泰众汽车销售有限公司,116.073491,聊城开发区东昌东路东首239,36.465265,聊城,,S737075,1,161,24,252000,,S 山东,637
0635-7107555,,茌平德众汽车销售服务有限公司,116.274207,山东省茌平县朝阳街南段路东（李效堂村）,36.564205,聊城,,S737088,1,161,24,,,S 山东,857
13969510015,,聊城交运集团汽车销售服务有限责任公司东阿分公司,116.390251,东阿县工业园阳光路东首路南,36.466597,聊城,,S737038M1,2,161,24,,,S 山东,1073
0539-3602666,,沂南大华汽车销售服务有限公司,118.442465,临沂市沂南县张南路东侧、圣良庄村南,35.515235,临沂,,S237008,1,162,24,276300,,S 山东,12
0539-2517217,,沂水大华汽车销售服务有限公司,118.65682,沂水县工业园腾飞路东段（新汽车站东1000米）路南,35.757804,临沂,,S237011,1,162,24,276400,,S 山东,13
0539-2652777,,平邑大华汽车销售服务有限公司,117.632663,临沂市平邑县开发区327国道路北（广电局西邻）,35.485204,临沂,,S237010,1,162,24,273300,,S 山东,41
0539-8213358,,临沂佳轮汽车销售服务有限公司,118.318547,临沂市蒙山大道121号,35.061966,临沂,,S737029,1,162,24,276000,,S 山东,53
0539-8465908,,临沂大华汽车销售服务有限公司,118.302131,临沂市沂河路与湖东二路交汇处（临沂汽车超市）,35.022229,临沂,,S737064,1,162,24,276000,,S 山东,234
0539-7678910,,临沂东华汽车销售服务有限公司,118.435963,临沂市河东区金桥街与温泉路交汇处,35.104024,临沂,,S737067,1,162,24,276000,,S 山东,569
0539-8562917,,临沂久华汽车销售服务有限公司,118.266539,山东省临沂市兰山区双岭路与京沪高速交汇处向东200米路北,35.139848,临沂,,S737081,1,162,24,276000,,S 山东,690
0539-2138908,,临沭东华汽车销售服务有限公司,118.657585,山东省临沂市临沭县苍山路与327国道交汇处,34.918189,临沂,,S237005,1,162,24,276700,,S 山东,698
0539-5932986,,费县大华汽车销售服务有限公司,118.035725,山东省临沂市费县东外环新一中对过费县远通院内,35.251029,临沂,,S237003,1,162,24,273400,,S 山东,699
0539-6126667,,郯城大华汽车销售服务有限公司,118.362229,山东省临沂市郯城县南外环路东段路南郯城远通院内,34.600582,临沂,,S237004,1,162,24,276100,,S 山东,764
0539-5263518,,兰陵大华汽车销售服务有限公司,118.047394,山东省临沂市苍山县206国道与泉山路交汇处向西200路南苍山远通院内大华一汽-大众店 ,34.879766,临沂,,S237022,1,162,24,,,S 山东,975
13853945955,,临沂大华汽车销售服务有限公司蒙阴分公司,118.302131,山东省临沂市蒙阴县西环城路中段路西蒙阴远通院内,35.022229,临沂,,S737064M1,2,162,24,,,S 山东,1111
0532-68061888,,青岛华世通实业发展有限公司,120.41228,青岛市市南区宁夏路218号,36.085827,青岛,,S737059,1,163,24,266071,,S 山东,6
0532-85037111，85037222，85037333,,青岛大栏汽车销售有限公司,120.395863,青岛市四方区重庆南路163号,36.129724,青岛,,S737032,1,163,24,266000,,S 山东,55
0532-84876777,,青岛迪生源汽车销售服务有限公司,120.371821,青岛市四方区四流南路4号乙,36.129862,青岛,,S737054,1,163,24,266031,,S 山东,204
0532-86821333,,青岛庞大一众汽车销售有限公司,120.116426,青岛市黄岛区黄河西路287号,36.021829,青岛,,S737083,1,163,24,266555,,S 山东,334
0532-89066688/89066677,,青岛亨通汽车销售服务有限公司,120.503759,即墨经济开发区204国道196号,36.380127,青岛,,S737053,1,163,24,266200,,S 山东,416
0532-83468777,,青岛莱西市瑞富春汽车销售服务有限公司,120.497576,青岛市莱西市804省道北，珠海路东,36.899123,青岛,,S237007,1,163,24,266000,,S 山东,768
0532-88322666,,青岛亨联汽车销售有限公司,120.014561,山东省平度市经济开发区平古路13号 ,36.774739,青岛,,S737090,1,163,24,,,S 山东,935
0532-87168888,,青岛瑞辰汽车销售服务有限公司,119.949018,青岛市黄岛区（原胶南市）东岳西路1188号,35.894343,青岛,,S737094,1,163,24,,,S 山东,1001
53266012999,,青岛同鑫汽车销售服务有限公司,120.432202,青岛市城阳区夏塔路573号,36.264098,青岛,,S737091,1,163,24,,,S 山东,1006
0633-8307969,,日照市众达汽车销售服务有限公司,119.509303,日照市海曲东路63号,35.420629,日照,,S737073,1,164,24,276800,,S 山东,66
0633-3320000,,莒县众合汽车销售服务有限公司,118.824921,山东省日照市莒县山东北路130号,35.617399,日照,,S237014,1,164,24,,,S 山东,133
0633-8077377,,日照市腾达众晟汽车销售服务有限公司,119.444201,日照经济开发区汽车商贸城南昌路东侧,35.397015,日照,,S737082,1,164,24,276800,,S 山东,685
15863369369,,日照市众达汽车销售服务有限公司五莲分公司,119.220785,五莲县222省道与罗山路交汇处,35.765664,日照,,S737073M1,2,164,24,,,S 山东,1068
0631-7512277,,荣成市众奥达汽车销售服务有限公司,122.407088,荣成市崂山街道办事处小迟家村,37.116353,威海,,S737077,1,165,24,264300,,S 山东,691
0631-3599666,,乳山中升汇众汽车销售服务有限公司,121.540073,乳山市经济开发区广州路南,36.890472,威海,,S237015,1,165,24,,,S 山东,891
0631-5624888/5624999,,威海中升汇众汽车销售服务有限公司,122.045511,威海市文化西路275-1号 ,37.527722,威海,,S737098,1,165,24,,,S 山东,971
0536-3596999,,青州宝悦汽车销售服务有限公司,118.479002,青州市驼山北路688号,36.731377,青州 ,,S737065,1,210,24,262500,,S 山东,457
0538-7778006,,新泰市创新汽车服务有限公司,117.728837,山东省新泰市迎宾路,35.88998,新泰,,S737057,1,214,24,271200,,S 山东,465
0536-5782222,,寿光富泓汽车销售服务有限公司,118.698089,寿光市城西潍高路以南，文昌路以西,36.896913,寿光,,S737068,1,244,24,262700,,S 山东,570
13573612802,,寿光富泓汽车销售服务有限公司羊口分公司,117.425193,寿光市羊口镇渤海大道5201号（寿光市职业教育中心学校院内）,39.999522,寿光,,7583724A1,4,244,24,262700,,S 山东,1150
0535-7292588,,烟台瑞源汽车销售有限公司,120.670657,莱阳市龙门西路中段131号,36.963504,莱阳,,S737043,1,257,24,265200,,S 山东,64
0632-8631666,,枣庄永明汽车销售服务有限公司,117.292889,山东省枣庄市高新区光明西路455号 ,34.814071,枣庄,,S737097,1,258,24,,,S 山东,959
0632-5806988,,山东永正集团东联汽车城有限公司,117.199148,山东省滕州市龙泉北路1331号,35.120236,滕州,,S737070,1,259,24,277500,,S 山东,591
0534-5801666/ 5672618,,齐河华腾汽车销售有限公司,116.737501,山东省齐河经济开发区国道308与省道101交汇处东北角,36.812274,齐河,,S237001,1,315,24,251100,,S 山东,800
0534-8125777,,乐陵市鑫众汽车销售服务有限公司,117.192211,山东省乐陵市开元西路,37.743164,乐陵,,S237013,1,330,24,,,S 山东,977
0530-6850888,,郓城德众汽车销售服务有限公司,115.978407,山东省菏泽市郓城县郓城工业园 ,35.585423,菏泽,,S237019,1,352,24,,,S 山东,957
0352-5024412/5025777,,大同市谷氏车城汽车连锁销售有限公司,113.296464,大同市魏都大道66号,40.057663,大同,,S714014,1,134,23,37000,,S 山西,329
0352-5093222,,庞大大同南郊一众汽车销售有限公司,113.259334,大同市南郊区南环路西延伸段十里河东侧（庞大汽车文化园内）,40.048986,大同,,S714025,1,134,23,37001,,S 山西,658
0349-2166698,,朔州市双良汽车有限公司,112.457486,山西省朔州市民福东街(高速立交桥西150米）,39.347777,朔州,,S714017,1,136,23,036000,,S 山西,326
0359-8715777,,山西诺维兰集团运城瑞众汽车销售服务有限公司,110.960880,运城盐湖工业园区南风大道三号,35.114429,运城,,S714028,1,137,23,044000,,S 山西,230
0359-2583222,,运城市通达汽车销售服务有限公司,111.032402,运城市经济技术开发区大运路北诺维兰汽车公园,35.070180,运城,,S714021,1,137,23,044000,,S 山西,328
0359-5796111,,山西诺维兰集团河津市瑞腾汽车销售服务有限公司,110.695233,河津市永兴西路南,35.579005,运城,,S214003,1,137,23,,,S 山西,895
0359-8674222,,山西诺维兰集团临猗瑞捷汽车销售服务有限公司,110.784257,临猗市猗氏镇贵戚坊村（209国道以东）,35.155273,运城,,S214002,1,137,23,,,S 山西,931
13700594928,,运城市通达汽车销售服务有限公司闻喜分公司,111.227571,闻喜县大运路（S235）北,35.357601,运城,,S714021M1,2,137,23,,,S 山西,1074
15235666646,,运城市通达汽车销售服务有限公司永济分公司,110.450301,山西省运城市永济舜都大道北段（新汽车站对面）,34.894559,运城,,S714021M2,2,137,23,,,S 山西,1109
0355-2078928,,山西省长治市飞路汽车贸易有限公司,113.108134,山西省长治市高新区太行北路158号,36.228092,长治,,S714013,1,138,23,046011,,S 山西,330
0355-6082266,,长治市中天汽车销售服务有限公司,113.079700,长治市西二环路2号,36.218021,长治,,S714023,1,138,23,46000,,S 山西,589
0355-2251666,,长治市金伯乐众成汽车销售服务有限公司,113.15,山西省长治市北外环路汽贸汽配城内,36.23,长治,,S714034,1,138,23,046000,,S 山西,1124
0357-3999996,,临汾天健国风汽车销售服务有限公司,111.551245,临汾市尧都区屯里镇贾村北侧天健汽车园一汽大众4s店,36.134388,临汾,,S714030,1,139,23,,,S 山西,885
0357-3989333,,临汾天健思源汽车销售服务有限公司,111.490053,临汾市尧都区尧庙镇霍侯一级公路东侧大韩村口,36.039844,临汾,,S714032,1,139,23,,,S 山西,1059
0354-2442870,,晋中航成轿车销售服务有限公司,112.696895,晋中市汇通路387号,37.730586,晋中,,S714027,1,140,23,030600,,S 山西,331
0351-6072666,,山西中汽贸联汽车销售有限公司,112.536718,太原市新晋祠路二段108号,37.831223,太原,,S714016,1,141,23,030021,,S 山西,327
0351-6329269,,山西志国星赛车发展有限公司,112.534167,山西省太原市新晋祠路488号（万国汽贸园内）,37.801014,太原,,S714009,1,141,23,30021,,S 山西,333
0351-8786588 ,,山西大昌轿车销售服务有限公司,112.552356,山西省太原市学府西街9号（山姆士超市东100米）,37.814446,太原,,S714019,1,141,23,030031,,S 山西,335
0351-7998898,,山西大昌通源汽车销售服务有限公司,112.559031,山西省太原市平原南路88号J号,37.783399,太原,,S714026,1,141,23,030032,,S 山西,701
0356-2060111,,晋城市英纳威汽贸有限公司,112.886984,山西省晋城市开发区兰花路1383号,35.505397,晋城,,S714033,1,142,23,,,S 山西,841
0530-3131333,,忻州大昌汽车贸易有限公司,112.735805,山西省忻州市开发区汽贸园一汽大众4s店,38.472182,忻州,,S714031,1,143,23,,,S 山西,1045
0353-4357000,,盂县鑫众汽车销售有限公司,113.474788,山西省阳泉市盂县孙家庄镇乌玉村内,38.073155,阳泉,,S214001,1,246,23,,,S 山西,115
0353-2910002,,阳泉市庞大一众汽车销售有限公司,113.577994,阳泉市郊区黄砂岩村,37.920244,阳泉,,S714022,1,246,23,45000,,S 山西,573
0358-8357908,,山西吕梁大昌众达汽车服务有限公司,111.103054,山西省吕梁市离市区交口镇乔家塔村（山西大昌汽车城）,37.505706,吕梁,,S714024,1,265,23,033000,,S 山西,606
0358-7818278,,孝义市德众汽贸有限公司,111.754854,孝义市府前街西延段高阳镇现代农业园区（三佳汽贸城）,37.148208,孝义,,S214004,1,347,23,,,S 山西,920
029-88889698 ,,陕西东明汽车商行有限公司,108.869954,西安市高新区新区锦业二路63号,34.188920,西安,,S761013,1,123,20,710077,,S 陕西,152
029-84533100    ,,陕西鹰之杰汽车贸易有限公司,108.832502,西安市三桥镇疏导路中段33号,34.277231,西安,,S761009,1,123,20,710086,,S 陕西,153
029-83203511-1,,西安秦川唐都机电汽车配件销售有限公司,109.022895,西安市东郊幸福中路123号,34.268676,西安,,S761007,1,123,20,710043,,S 陕西,269
029-89693500,,陕西百佳汽车贸易有限公司,108.997083,西安市东长安街以南，规划路以北，西榨高速路口以西，航天东路以东,34.242905,西安,,S761003,1,123,20,710054,,S 陕西,406
029-86538718,,陕西天一汽车销售服务有限责任公司,108.943627,西安市文景路22号,34.330161,西安,,S761014,1,123,20,710021,,S 陕西,458
029-83338800,,西安新白云汽车销售服务有限公司,109.057822,西安市浐灞生态区汽车主题公园30号地,34.311302,西安,,S761020,1,123,20,710024,,S 陕西,671
029-89106916,,陕西尊荣致诚汽车贸易有限公司,108.853265,陕西西安未央区六村堡工业园9号 ,34.335133,西安,,S761024,1,123,20,,,S 陕西,994
029-84580808,,西安恒丰四站汽车销售有限公司,108.899093,西安市莲湖区丰登南路四号,34.257646,西安,,S761023,1,123,20,,,S 陕西,1017
029-63601188,,陕西新丰泰骏美汽车销售服务有限公司,109.0438400000,西安市灞桥区东三环与南三环交汇处灞桥东城高端汽车主题公园,34.2938300000,西安,,S761026,1,123,20,710038,,S 陕西,2029
0911-8264008,,延安市宝塔区黄泰有限责任公司,109.440123,延安市枣园路中段,36.630873,延安,,S761010,1,124,20,716000,,S 陕西,154
0912-8752119/8812520,,府谷县恒捷汽贸有限公司,111.039633,府谷县府谷镇沙后河村,39.085656,榆林,,S261004,1,125,20,,,S 陕西,131
0912-3898620,,榆林市恒丰汽贸有限公司,109.741837,榆林市经济开发区210国道经济开发区汽贸区,38.246457,榆林,,S761005,1,125,20,719000,,S 陕西,151
0912-6088800,,榆林市恒源汽贸有限公司,109.737236,陕西省榆林市草海则村,38.225228,榆林,,S761015,1,125,20,719000,,S 陕西,511
0912-2373880,,神木县恒捷汽贸有限公司,110.442182,榆林市神木县第二新村汽车城,38.873029,榆林,,S761022,1,125,20,719300,,S 陕西,735
0912-4628766,,靖边县恒博汽贸有限公司,108.775186,靖边县张家畔镇寨山307国道南,37.578804,榆林,,S261003,1,125,20,718500,,S 陕西,807
0915-3325151,,安康市庞大一众汽车销售有限公司,108.996908,安康市江北工业园区钻石西路6号,32.721929,安康,,S761017,1,245,20,725000,,S 陕西,572
0917-3151111,,宝鸡市宝众汽车销售服务有限公司,107.149673,宝鸡市渭滨区高新十二路东,34.421961,宝鸡,,S761016,1,261,20,721013,,S 陕西,592
0916-2605688,,汉中博通汽车销售服务有限公司,107.111635,陕西省汉中市汉台区108国道新民寺段,33.087778,汉中,,S761019,1,288,20,723000,,S 陕西,667
029-33123500,,咸阳恒丰汽贸有限公司,108.715130,陕西省咸阳市北上召汽车产业园一汽大众恒丰4S店,34.336235,咸阳,,S761021,1,299,20,712000,,S 陕西,752
029-33558333,,咸阳恒源汽贸有限公司,108.691061,陕西省咸阳市秦都区玉泉路以北西段,34.345782,咸阳,,S761025,1,299,20,,,S 陕西,1019
0913-5333336,,韩城市众瑞汽车销售有限责任公司,110.457611,韩城市新城区黄河大街北段（韩城职中隔壁）,35.510211,韩城,,S261001,1,307,20,715400,,S 陕西,769
0913-8189988,,渭南佳燕汽车贸易有限公司,109.446221,渭南市乐天大街西段与新盛路十字向西300米路南,34.524713,渭南,,S761018,1,311,20,714000,,S 陕西,11
0919-3150003,,铜川新区黄泰汽车销售服务有限责任公司,108.962023,铜川新区长丰南路,34.905818,铜川,,S261002,1,329,20,,,S 陕西,842
022-60977900,,天津市捷茂通汽车销售有限公司,117.10968,天津市武清区下朱庄街富民路8号,39.366432,天津,,S712012,1,166,25,301700,,T 天津,74
022-84909088,,天津浩众汽车贸易服务有限公司,117.380419,天津空港物流加工区汽车园中路29号,39.165849,天津,,S712004,1,166,25,300308,,T 天津,200
022-23017888,,天津捷通汽车销售有限公司,117.202066,天津市西青区卫津南路王兰庄家电城南,39.052123,天津,,S912003,1,166,25,300381,,T 天津,201
022-88243915/88243029,,天津捷拓汽车销售服务有限公司,117.328714,天津市津南区津港公路八里台示范镇北方汽车园,38.958724,天津,,S712015,1,166,25,300221,,T 天津,202
022-26725008,,天津市捷世通汽车贸易有限公司,117.206940,天津市北辰区新宜白大道万达新城旁,39.204251,天津,,S712003,1,166,25,300400,,T 天津,279
022-25387888,,天津市捷兴汽车商贸有限公司,117.659996,天津市塘沽区河南路1638号,38.998942,天津,,S712005,1,166,25,300455,,T 天津,450
022-68608880,,天津捷众汽车销售有限公司,117.008039,天津市静海经济技术开发区金海道与静文路交口,38.953675,天津,,S712006,1,166,25,301600,,T 天津,532
022-27726100,,天津诚信通汽车销售有限公司,117.118715,天津市西青区西青道231号,39.158690,天津,,S712007,1,166,25,300112,,T 天津,597
022-86907000,,天津庞大一众汽车销售服务有限公司,117.124743,天津市北辰区双街镇京津公路引河桥北庞大汽贸园,39.257910,天津,,S712008,1,166,25,300400,,T 天津,630
022-59786288,,天津捷锐汽车销售有限公司,117.48115,天津市滨海新区大港经济开发区万象路与昌合街交口,38.865226,天津,,S712010,1,166,25,300270,,T 天津,732
022-59781166,,天津海联力通汽车销售服务有限公司,117.394558,天津市津南区咸水沽镇津岐公路73号一汽-大众,38.974668,天津,,S712009,1,166,25,300350,,T 天津,790
022-26800666/022-26800888,,天津市澎众汽车贸易服务有限公司,117.184297,天津市北辰区北辰道2号,39.251534,天津,,S712013,1,166,25,300000,,T 天津,792
022-87921888,,天津华泰通汽车销售有限公司,117.278464,天津市西青经济开发区大寺高新技术产业园储源道15-1号,38.998874,天津,,S712011,1,166,25,300385,,T 天津,805
022-27909777,,天津博兴亚泰汽车销售服务有限公司,117.084468,天津市西青区中北镇卉康道15号,39.122016,天津,,S712014,1,166,25,,,T 天津,849
022-60977088,,天津华世通汽车销售有限公司,117.782493,天津市宁河县津芦南线9号禄鑫工业园内,39.314085,天津,,S253001,1,166,25,,,T 天津,914
15522857260,,天津诚信通汽车销售有限公司宝坻分公司,117.346322,天津市宝坻区南环东路南侧（机动车交易市场西区）,39.715832,天津,,7581210A1,4,166,25,300000,,T 天津,1147
18622231917,,天津市捷兴汽车商贸有限公司开发区分公司,117.70035,天津市经济技术开发区黄海路133号,39.051465,天津,,7581208A1,4,166,25,300000,,T 天津,1148
18920160663,,天津市捷世通汽车贸易有限公司蓟县分公司,117.425193,天津市蓟县别山镇管城村中昌南路东侧,39.999522,天津,,7581219A1,4,166,25,300000,,T 天津,1149
18602266772,,天津浩众汽车贸易服务有限公司长江道店,117.155495,天津市南开区长江道94号,39.13617,天津,,7581202A1,4,166,25,300000,,T 天津,1152
0991-2657555-1,,乌鲁木齐庞大腾众汽车销售有限公司,87.652052,乌鲁木齐市天山区大湾北路东十一巷29号,43.780811,乌鲁木齐,,S765016,1,120,19,,,X 新疆,130
0991-3329766,,新疆天汇华宇汽车销售服务有限责任公司,87.631234,新疆乌鲁木齐市米东区永顺街,43.953607,乌鲁木齐,,S765008,1,120,19,830011,,X 新疆,159
0991-6656956,,新疆汇捷汽车销售服务有限责任公司,87.550609,乌鲁木齐市北京北路248号,43.903567,乌鲁木齐,,S765007,1,120,19,830013,,X 新疆,160
0991-4657929,,新疆庞大一众汽车销售服务有限公司,87.612334,新疆乌鲁木齐市南湖北路830号,43.860979,乌鲁木齐,,S765009,1,120,19,830018,,X 新疆,424
0997-2580001,,阿克苏振宇汽车销售有限责任公司,80.282574,阿克苏市英阿瓦提路29号,41.187549,阿克苏,,S765005,1,121,19,843000,,X 新疆,162
0990-6369555,,克拉玛依庞大一众汽车销售服务有限公司,84.902087,克拉玛依市西环路12号（九公里汽车城）,45.564156,克拉玛依,,S765015,1,122,19,834000,,X 新疆,614
0902-2588970,,哈密庞大一众汽车销售服务有限公司,93.576439,哈密北出口303省道西侧,42.874267,哈密,,S765012,1,217,19,839000,,X 新疆,483
0998-6869111,,喀什庞大一众汽车销售服务有限公司,76.034779,新疆喀什市世纪大道21号,39.474627,喀什,,S765011,1,218,19,844000,,X 新疆,484
0996-2157555,,库尔勒庞大一众汽车销售服务有限公司,86.221417,库尔勒市石化大道74号神州汽车城,41.722334,库尔勒,,S765010,1,219,19,841000,,X 新疆,487
0994-2209666,,昌吉市庞大一众汽车销售服务有限公司,87.260958,昌吉市乌伊西路九家沟机动车交易市场庞大汽车城,44.033669,昌吉,,S765014,1,269,19,831100,,X 新疆,613
0993-2702266,,石河子市大得汽车销售服务有限公司,86.058897,新疆石河子市36小区军垦机电园186-1号 ,44.287604,石河子,,S265001,1,354,19,,,X 新疆,968
0999-8055111,,新疆天汇华博汽车销售服务有限公司,81.371807,新疆伊犁州伊宁市南环路二号,43.89314,伊宁,,S765018,1,370,19,,,X 新疆,1048
0891-6865910,,拉萨康达汽贸有限责任公司,91.01821,拉萨市拉贡路3号,29.645073,拉萨,,S954001,1,167,26,850030,,X 西藏,149
0872-2312032,,大理阿鹏有限责任公司,100.251104,云南省大理市经济开发区宾川路202号,25.603089,大理,,S753011,1,184,28,671000,,Y 云南,123
0871-8172539,,云南一汽工贸汽车销售服务有限公司,102.639415,云南省昆明市西山区南过境干道石咀宏业路213号,25.019154,昆明,,S753019,1,185,28,650100,,Y 云南,10
