category,name,brand,id,address,district,city,province,brand-info
4S店,页川瑞德,大众,100017152,北京市海淀区清河安宁庄东路15号,海淀区,北京市,北京,上汽大众
4S店,首汽上汽大众,大众,100014639,北京市海淀区紫竹院南路5号,海淀区,北京市,北京,上汽大众
4S店,上地四方大众,大众,100039784,北京市海淀区信息路33号（体育大学对面）,海淀区,北京市,北京,一汽-大众
4S店,北京天达,大众,100028895,西四环中路92-7号（青塔西路）,丰台区,北京市,北京,一汽-大众
4S店,北京海文捷,大众,100040077,北京市丰台区六里桥南里10号（六里桥东南角）,丰台区,北京市,北京,上汽大众
4S店,大众(北京)中心,大众,50005350,北京市丰台区南四环中路161号。24号出口公益桥西北角,丰台区,北京市,北京,"进口大众,进口大众新能源"
4S店,上汽首创,大众,100024711,北京市丰台区丰台北路12号,丰台区,北京市,北京,上汽大众
4S店,北京亚之杰伯乐,大众,3801022,北京市丰台区南三环西路115号,丰台区,北京市,北京,一汽-大众
4S店,北京庆洋汽车,大众,100008741,大兴区黄村镇狼垡桥芦花路临6；北京市丰台区南四环西路98号花乡桥向东100米,丰台区,北京市,北京,一汽-大众
4S店,上汽丰华大众店,大众,100008203,北京市丰台区青塔西路46号,丰台区,北京市,北京,上汽大众
4S店,北京北方华驿,大众,100015422,北京市丰台区洋桥西1号,丰台区,北京市,北京,一汽-大众
4S店,北京恒星天诚,大众,50001533,北京市丰台区高立庄村京良路北（高立庄铁柜厂南300米）,丰台区,北京市,北京,上汽大众
4S店,骏东法拉利,法拉利,100123926,京市朝阳区金盏乡东苇路北北京金港展览展示有限公司C区8号,朝阳区,北京市,北京,进口法拉利
4S店,北京万通洪力,大众,100024705,北京市大兴区旧宫镇旧忠路北东甲3号（旧宫电话局对面）,大兴区,北京市,北京,上汽大众
4S店,上汽大众冀贵,大众,100043964,北京市北京经济开发区东环北路北1号,大兴区,北京市,北京,上汽大众
4S店,北京运通兴恩,大众,100044194,北京市大兴区西红门镇中鼎路11号,大兴区,北京市,北京,一汽-大众
4S店,北京运通博恩,大众,3801009,北京经济技术开发区同济北路2号,大兴区,北京市,北京,一汽-大众
4S店,北京车谷,大众,100047789,北京市大兴区工业开发区金苑路13号,大兴区,北京市,北京,上汽大众
4S店,北京庆洋惠众,大众,100049875,北京市大兴区黄村镇狼垡芦花路临6号,大兴区,北京市,北京,一汽-大众
4S店,捷亚泰中兴,大众,100042520,北京市大兴区京开辅路双星桥西侧100米（日月星辰东侧500米）,大兴区,北京市,北京,一汽-大众
4S店,北京海联力通,大众,100008141,回龙观欧德宝汽车城内,昌平区,北京市,北京,一汽-大众
4S店,北京永安大众,大众,100024714,北京市昌平区马池口镇百泉庄652号,昌平区,北京市,北京,上汽大众
4S店,北京申银大众,大众,3101009,北京市昌平区东三旗新亚运村汽车交易市场B区3-6,昌平区,北京市,北京,上汽大众
4S店,北京捷亚泰万兴,大众,100049860,北京市昌平区城北街道西关昌平南桥西侧50米,昌平区,北京市,北京,一汽-大众
4S店,中汽青泉,大众,100059767,昌平区立汤路177号7号院1号楼,昌平区,北京市,北京,上汽大众
4S店,北京冀东丰,大众,4002008,北京市石景山区古城西路99号,石景山区,北京市,北京,一汽-大众
4S店,北京真浩泰大众,大众,50005256,北京市石景山区古城大街北京国际汽车服务园区F区8号,石景山区,北京市,北京,上汽大众
