坑ID,Name,DealersID,AddressArea,Province,City,Area,Address,BaiduMapLng,BaiduMapLat,Telphone,BusinessHours,Sites,SiteID,Brand,CanTestDrive,cars,ShopSaleTel,ShopID
1035,黄石同发汽车销售服务有限公司,黄石同发汽车销售服务有限公司,,湖北省,黄石市,下陆区,湖北省黄石市黄金山经济技术开发区大棋路,115.0053024,30.18992996,,8:45-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0714-6395111,42020
887,惠州市国鑫汽车贸易有限公司,惠州市国鑫汽车贸易有限公司,,广东省,惠州市,惠城区,惠州市惠城区江北惠博沿江路金山汽车城内2号展场,114.4064026,23.14031982,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0752-2538233/2850805,44130
1134,吉安恒瑞汽车贸易有限公司,吉安恒瑞汽车贸易有限公司,,江西省,吉安市,青原区,吉安市青原区青原大道规划支路以北汽车文化产业园内,115.0223999,27.11317062,,8:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0796-2091111,36080
1135,吉安众城汽车销售服务有限公司,吉安众城汽车销售服务有限公司,,江西省,吉安市,吉州区,江西省吉安市吉州区藤桥路北B-08-05地块（城南专业市场）,114.9604034,27.16091919,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0796-2198333,36080
1087,吉林省长兴汽车销售服务有限公司,吉林省长兴汽车销售服务有限公司,,吉林省,长春市,绿园区,吉林省长春市汽车产业开发区长沈路4001号,125.2576981,43.87593079,,8:30-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0431-85122221/87680700,22010
1088,吉林省长兴汽车销售服务有限公司经开分公司,吉林省长兴汽车销售服务有限公司经开分公司,,吉林省,长春市,绿园区,吉林省长春市经济开发区世纪大街1567号,125.4161987,43.85979843,,8:30--17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0431-82535888,22010
1083,吉林省华原汽车服务有限公司,吉林省华原汽车服务有限公司,,吉林省,松原市,宁江区,吉林省松原市长宁北街499号,124.8189011,45.1986618,,7:30-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0438-6388888,22070
1086,吉林省吉刚吉鑫汽车销售服务有限公司,吉林省吉刚吉鑫汽车销售服务有限公司,,吉林省,长春市,南关区,吉林省长春市经济开发区自由大道6308号楼1楼101号,125.3376999,43.89723969,,8:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0431-84610999,22010
1079,吉林市鑫隆汽车贸易有限责任公司,吉林市鑫隆汽车贸易有限责任公司,,吉林省,吉林市,丰满区,吉林省吉林市高新区工业园三区瑞孚国际汽车城A厅,126.5880966,43.81233978,,8:30-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0432-64633000,22020
1080,吉林市友仁汽车销售服务有限公司,吉林市友仁汽车销售服务有限公司,,吉林省,吉林市,昌邑区,吉林省吉林市昌邑区珲春北街16号,126.531601,43.88607025,,8:30-17:00,0,0,长城%2c哈弗,1,"125,126,522",0432-65117777,22020
1205,济南锦骋汽车销售服务有限公司,济南锦骋汽车销售服务有限公司,,山东省,济南市,槐荫区,济南市西外环路68号匡山汽车大世界东区12号,116.9403992,36.6962204,,8:30-19:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0531-85605888/85962999,37010
1206,济南仁和汽车销售服务有限公司,济南仁和汽车销售服务有限公司,,山东省,济南市,章丘市,章丘市龙泉路与世纪西路口西行200米路南,117.5360031,36.73019028,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0531-83386999,37010
1207,济南悦骋汽车销售有限公司,济南悦骋汽车销售有限公司,,山东省,济南市,历下区,山东省济南市历下区经十东路3731号,117.0951004,36.66094971,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0531-88898111,37011
1208,济南众骋汽车销售服务有限公司,济南众骋汽车销售服务有限公司,,山东省,济南市,槐荫区,山东省济南市槐荫区匡山汽车大世界西区五号,116.9395981,36.69607162,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522",0531-88819888,37011
1212,济宁赛迪汽车销售服务有限公司,济宁赛迪汽车销售服务有限公司,,山东省,济宁市,任城区,山东省济宁市高新区洸府河东侧327国道北(圣达汽车博览中心内),116.6542969,35.44739151,,9:00-17:00,0,0,长城%2c哈弗,1,"125,126,522",0537-3151188,37090
1213,济宁圣华汽车销售服务有限公司,济宁圣华汽车销售服务有限公司,,山东省,济宁市,任城区,济宁高新区327国道南营村虎标工业园院内,116.6813965,35.44493103,,9:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0537-2372717,37090
1215,济宁圣华汽车销售服务有限公司曲阜分公司,济宁圣华汽车销售服务有限公司曲阜分公司,山东省%3a济宁市%3a1494,山东省,济宁市,,山东省曲阜市陵城镇镇政府南500米,116.9470978,35.538311,,09:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0537-4448111,37090
1216,济宁圣华汽车销售服务有限公司邹城分公司,济宁圣华汽车销售服务有限公司邹城分公司,,山东省,济宁市,邹城市,山东省邹城市南外环气象局东临万里汽车城内,116.9983978,35.38325119,,8:20-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0537-5516088,37080
1217,济宁腾锐汽车销售服务有限公司,济宁腾锐汽车销售服务有限公司,,山东省,济宁市,任城区,济宁高新区327国道南营村虎标工业园院内,116.5493011,35.42819977,,9:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0537-2079567,37090
977,济源市鑫飞越汽车销售有限公司,济源市鑫飞越汽车销售有限公司,,河南省,济源市,市辖区,河南省济源市新济路车管所东1000米路北,112.4052963,35.10536957,,8:30-18:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0391-2197999,41080
1026,佳木斯安合汽车销售服务有限公司,佳木斯安合汽车销售服务有限公司,,黑龙江省,佳木斯市,郊区,黑龙江省佳木斯市郊区友谊路国际汽车城,130.2588959,46.81198883,,08:00-17:00,0,0,长城%2c哈弗,1,"125,126,522",0454-5161111-8015,23080
1027,佳木斯安信汽车销售服务有限公司,佳木斯安信汽车销售服务有限公司,,黑龙江省,佳木斯市,郊区,黑龙江省佳木斯市郊区友谊路（佳木斯国际汽车园区）,130.2588959,46.81198883,,8:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0454-5161111-8010,23080
1385,嘉兴锦云汽车销售服务有限公司,嘉兴锦云汽车销售服务有限公司,,浙江省,嘉兴市,南湖区,嘉兴市城南产业园区一期原南湖工艺品厂内6号仓库,120.7434998,30.74725914,,8:20-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0573-82600988,33040
890,江门市蓬江区粤怡汽车贸易有限公司,江门市蓬江区粤怡汽车贸易有限公司,,广东省,江门市,蓬江区,广东省江门市建设三路篁庄路段,113.0762024,22.62305069,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0750-3228828/3228216,44070
1099,江苏宁枫宏图汽车销售服务有限公司,江苏宁枫宏图汽车销售服务有限公司,,江苏省,南京市,浦口区,江苏省南京市浦口区泰山街道沿山东路9-8-2号,118.7248001,32.14233017,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",025-58550181,32010
1100,江苏宁枫宏业汽车销售服务有限公司,江苏宁枫宏业汽车销售服务有限公司,江苏省%3a南京市%3a844,江苏省,南京市,,南京市江宁区东山街道天宁路3号,118.8798,31.98601,,9:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",025-68689998/87186666,32011
1101,江苏舜天昌泰汽车贸易有限公司,江苏舜天昌泰汽车贸易有限公司,,江苏省,南京市,浦口区,江苏省南京市浦口区浦珠北路161号,118.7039032,32.11727905,,08:30-17:30,0,0,长城%2c哈弗,1,"125,126,522",025-58861366,32010
1140,江西元胜汽车销售服务有限公司迎宾分公司,江西元胜汽车销售服务有限公司迎宾分公司,,江西省,南昌市,青云谱区,江西省南昌市青云谱区迎宾北大道1068号,115.9144974,28.61747932,,8:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0791-85277798,36010
891,揭阳市海德贸易有限公司,揭阳市海德贸易有限公司,,广东省,揭阳市,揭东区,广东省揭阳市揭东区S335省道与华安路交汇处,116.4518967,23.57246017,,9:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0663-8899899,44520
1262,介休市智源冀东汽车贸易有限公司,介休市智源冀东汽车贸易有限公司,,山西省,晋中市,介休市,山西省晋中市介休市定阳路南侧（农机大市场西侧）,111.9375992,37.02388,,,0,0,长城%2c哈弗,1,"125,126,522,44,411",0354-7059988,14070
857,金昌市骐路汽车销售有限公司,金昌市骐路汽车销售有限公司,,甘肃省,金昌市,金川区,甘肃省金昌市经济技术开发区河雅路西侧,102.157402,38.43680954,,9:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0935-8233888,62030
1159,锦州市金源机电设备有限责任公司,锦州市金源机电设备有限责任公司,,辽宁省,锦州市,太和区,辽宁省锦州市太和区南广路123号,121.1785965,41.09809113,,8:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0416-3780488,21070
1263,晋中香山汽贸有限公司,晋中香山汽贸有限公司,,山西省,晋中市,榆次区,晋中市汇通路鸣李段（开发区汽贸园）,112.6929016,37.73537064,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0354-2461601,14070
1037,荆州骏马贸易有限公司,荆州骏马贸易有限公司,,湖北省,荆州市,荆州区,湖北省荆州市荆州区东环路188号,112.2195969,30.36247063,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0716-8809123,42100
1038,荆州骏马信诚贸易有限公司,荆州骏马信诚贸易有限公司,,湖北省,荆州市,荆州区,荆州市荆州区荆州大道188号竹叶山车世界C10-107,112.2067032,30.38297081,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0716-8269111,42100
1138,九江市长海汽车销售服务有限公司,九江市长海汽车销售服务有限公司,,江西省,九江市,庐山区,九江市庐山大道82号,116.0332031,29.70853996,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0792-2168866,36040
859,酒泉市吉元汽贸有限公司,酒泉市吉元汽贸有限公司,,甘肃省,酒泉市,肃州区,酒泉市肃州区高新技术工业园区（西园）纬一路9号,98.43258667,39.7660408,,9:00-18:00,0,0,长城%2c哈弗,1,,0937-2812280,62090
1222,莒南顺泰汽车销售服务有限公司,莒南顺泰汽车销售服务有限公司,,山东省,临沂市,莒南县,山东省临沂市莒南县南环路与西七路交汇白龙粮油西行88米路南,118.8368988,35.16646957,,9:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0539-5256666,37130
981,开封市一智汽车销售服务有限公司,开封市一智汽车销售服务有限公司,,河南省,开封市,金明区,开封市金明大道连霍高速口向北700米开封汽车城院内,114.3065262,34.85361862,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0371-22955519,41020
1186,科右前旗弘安商贸有限责任公司,科右前旗弘安商贸有限责任公司,,内蒙古自治区,兴安盟,科尔沁右翼前旗,内蒙古兴安盟科右前旗新址工业园区天骄路9号,122.0482025,46.08375931,,8:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0482-8393399,15220
1354,奎屯华清汽车销售服务有限公司,奎屯华清汽车销售服务有限公司,,新疆维吾尔自治区,伊犁哈萨克自治州,奎屯市,新疆奎屯市南环西路129号,84.85031891,44.42066956,,10:00-19:30,0,0,长城%2c哈弗,1,,0992-6831110,65400
1355,奎屯中屯汽贸有限公司,奎屯中屯汽贸有限公司,,新疆维吾尔自治区,伊犁哈萨克自治州,奎屯市,新疆奎屯市南环西路108号,84.89024353,44.41139984,,10:00-19:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0992-7376059,65400
1366,昆明迪鑫汽车贸易有限公司,昆明迪鑫汽车贸易有限公司,,云南省,昆明市,盘龙区,昆明市北市区北辰大道中段江东丽景园东路%2f世博车市往北京路延长线方向1.5公里处,102.7447968,25.08301926,,9:30-17:30,0,0,长城%2c哈弗,1,,0871-63854605,53010
1110,昆山市海王汽车销售有限公司,昆山市海王汽车销售有限公司,,江苏省,苏州市,昆山市,昆山市长江北路460号,120.9825974,31.43456078,,8:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0512-57062228,32051
960,廊坊乾开汽车销售有限公司,廊坊乾开汽车销售有限公司,,河北省,廊坊市,广阳区,廊坊市开发区金源道92号东部二楼203号,116.7549973,39.58074188,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0316-7191111,13100
1314,乐山嘉诚联合汽车销售服务有限公司,乐山嘉诚联合汽车销售服务有限公司,,四川省,乐山市,市中区,四川省乐山市市中区棉竹镇高坝村四社,103.7332001,29.61800957,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522",0833-2300199,51110
1389,丽水市福林汽车销售服务有限公司,丽水市福林汽车销售服务有限公司,,浙江省,丽水市,莲都区,浙江省丽水市水阁经济开发区绿谷大道202号,119.8647003,28.42272949,,9:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0578-2697000,33110
1090,溧阳中天阳光汽车销售服务有限公司,溧阳中天阳光汽车销售服务有限公司,,江苏省,常州市,溧阳市,江苏省溧阳市平陵西路588号,119.4536972,31.4350605,,8:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0519-80898888,32040
1097,连云港鑫火汽车销售有限公司,连云港鑫火汽车销售有限公司,,江苏省,连云港市,海州区,连云港市海州区海宁工贸园迎宾大道长城汽车4S店,119.2372971,34.55612946,,8:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0518-81062666,32070
1162,辽宁润来兴汽车销售服务有限公司,辽宁润来兴汽车销售服务有限公司,,辽宁省,沈阳市,沈河区,辽宁省沈阳市沈河区东陵路14号,123.453598,41.79830933,,8:30-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",024-88420555/024-88420777,21010
1163,辽宁兴锐汽车销售服务有限公司,辽宁兴锐汽车销售服务有限公司,,辽宁省,沈阳市,东陵区,辽宁省沈阳市沈河区东陵路14号,123.453598,41.79830933,,8:30-17:00,0,0,长城%2c哈弗,1,"125,126,522",024-88420555/024-88420777,21010
1164,辽宁兴泰航汽车销售服务有限公司,辽宁兴泰航汽车销售服务有限公司,,辽宁省,沈阳市,铁西区,辽宁省沈阳市铁西区北二西路20-1号,123.3522034,41.82390976,,8:30-17:00,0,0,长城%2c哈弗,1,"125,126,522",024-85827500,21010
1160,辽阳东鑫汽车销售服务有限公司,辽阳东鑫汽车销售服务有限公司,,辽宁省,辽阳市,太子河区,辽宁省辽阳市太子河区景尔屯振兴路166号,123.1679001,41.33137131,,8:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0419-3995111/3673666,21100
1081,辽源市嘉隆汽车贸易有限公司,辽源市嘉隆汽车贸易有限公司,,吉林省,辽源市,西安区,辽源市西安区灯塔镇富强村四组（长春高速口）,125.1768036,42.9573288,,8:00-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0437-3320081,22040
1219,聊城有道汽车销售服务有限公司,聊城有道汽车销售服务有限公司,,山东省,聊城市,东昌府区,聊城市开发区滦河路与泰山路交界处西北角,116.0487976,36.46897888,,08:00-18:00,0,0,长城%2c哈弗,1,"125,126,522",0635-6955555/6980333,37150
1266,临汾奥翔汽车销售服务有限公司,临汾奥翔汽车销售服务有限公司,,山西省,临汾市,尧都区,临汾市尧庙南108国道十字路口往西150米,111.5029984,36.05646896,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0357-3932999,14100
1267,临汾市致远翔瑞汽车销售服务有限公司,临汾市致远翔瑞汽车销售服务有限公司,,山西省,临汾市,尧都区,临汾市屯里镇贾村口,111.5427017,36.12649918,,09:00-18:00,0,0,长城%2c哈弗,1,"125,126,522",0357-3300000,14100
863,临夏州华仕捷汽车销售服务有限公司,临夏州华仕捷汽车销售服务有限公司,,甘肃省,临夏回族自治州,临夏市,甘肃省临夏回族自治州临夏市穆斯林商贸大道,103.2005997,35.58583069,,8:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0930-6220807,62290
1223,临沂九州顺安汽车销售服务有限公司,临沂九州顺安汽车销售服务有限公司,,山东省,临沂市,河东区,山东省临沂市河东区北京东路临沂车管所东行200米路南,118.4431,35.10255051,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0539-8386655,37130
1224,临沂九州顺通汽车销售服务有限公司,临沂九州顺通汽车销售服务有限公司,,山东省,临沂市,罗庄区,山东省临沂市罗庄区金九路北湖东路东华东二手车市场,118.2968979,35.00728989,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0539-8020777,37130
1225,临沂顺昌汽车销售服务有限公司,临沂顺昌汽车销售服务有限公司,,山东省,临沂市,罗庄区,山东省临沂市罗庄区金九路北湖东路东华东二手车市场,118.2968979,35.00728989,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522",0539-7068001,37130
1226,临沂顺鹏汽车销售服务有限公司,临沂顺鹏汽车销售服务有限公司,,山东省,临沂市,河东区,山东省临沂市河东区北京东路与温泉路交汇处（河东车管所东500米路南）,118.4352036,35.10105896,,8:00-18:00,0,0,长城%2c哈弗,1,"125,126,522",0539-8815000,37130
920,柳州华柳华腾汽车销售服务有限公司,柳州华柳华腾汽车销售服务有限公司,,广西壮族自治区,柳州市,柳南区,广西壮族自治区柳州市柳太路11-1号,109.3724976,24.33587074,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0772-3711978,45020
921,柳州华柳汽车销售服务有限公司,柳州华柳汽车销售服务有限公司,,广西壮族自治区,柳州市,柳南区,柳州市广西汽车贸易园内汇轮路东区3-2号,109.3727036,24.31130981,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522",0772-3730527,45020
912,柳州市方盛汽车商贸有限公司北海第二分公司,柳州市方盛汽车商贸有限公司北海第二分公司,,广西壮族自治区,北海市,银海区,北海市北部湾东路银海区工商分局右侧第一间,109.1595993,21.49996948,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0779-2052021,45050
917,柳州市方盛汽车商贸有限公司河池长城销售分公司,柳州市方盛汽车商贸有限公司河池长城销售分公司,,广西壮族自治区,河池市,金城江区,广西省河池市金城江区G323国道南环路口旁,107.7649002,24.53638077,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0778-2219611,45120
919,柳州市方盛汽车商贸有限公司来宾分公司,柳州市方盛汽车商贸有限公司来宾分公司,,广西壮族自治区,来宾市,兴宾区,广西来宾市兴宾区桂中大道西华侨投资区来宾高级中学正对面,109.2018967,23.76469994,,9:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0772-4255566,45130
823,六安市良誉汽车销售服务有限公司,六安市良誉汽车销售服务有限公司,,安徽省,六安市,金安区,安徽省六安市金安经济开发区皖西大道A28号,116.6007004,31.76540947,,8:00-16:00,0,0,长城%2c哈弗,1,,0564-3836155/3835525,34150
1250,龙口裕祥汽车服务有限公司,龙口裕祥汽车服务有限公司,,山东省,烟台市,龙口市,山东省龙口市新嘉街道办事处张郑村北汽车广场,120.4574966,37.65652847,,8:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0535-8556662,37060
1317,泸州嘉诚协力汽车销售服务有限公司,泸州嘉诚协力汽车销售服务有限公司,,四川省,泸州市,纳溪区,四川省泸州市纳溪区蓝安大道二段浙江产业园顺屋基路口长城汽车4S店,105.4187012,28.84025002,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522",0830-4599333,51050
982,洛阳冠骏汽车销售服务有限公司,洛阳冠骏汽车销售服务有限公司,,河南省,洛阳市,洛龙区,河南省洛阳市洛龙区开元大道与瀛洲路交叉口向西1000米路南,112.413002,34.60498047,,9:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0379-69932222,41030
983,洛阳市从众汽车销售有限公司,洛阳市从众汽车销售有限公司,,河南省,洛阳市,洛龙区,洛阳市洛龙大道林安汽车城北门向西50米,112.4765015,34.64704895,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0379-65525766/65619066,41030
984,洛阳众山伟业汽车销售服务有限公司,洛阳众山伟业汽车销售服务有限公司,,河南省,洛阳市,瀍河回族区,洛阳市瀍河区九都东路延长线3号,112.4951019,34.68342972,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522",0379-63553888/63553555,41030
985,漯河广丰汽车销售服务有限公司,漯河广丰汽车销售服务有限公司,,河南省,漯河市,源汇区,河南省漯河市源汇区湘江西路与107国道交叉口西200米路北,114.0332031,33.56744003,,09:00-18:00,0,0,长城%2c哈弗,1,"125,126,522",0395-3105666,41110
986,漯河广汇汽车销售服务有限公司,漯河广汇汽车销售服务有限公司,,河南省,漯河市,源汇区,漯河市桂江路与107国道交叉口西200米路北,114.0070038,33.56021881,,9:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0395-2930666/3285555,41110
825,马鞍山同和汽车销售有限公司,马鞍山同和汽车销售有限公司,安徽省%3a马鞍山市%3a1105,安徽省,马鞍山市,,安徽省马鞍山市红旗南路当涂经济开发区汽车4S园,118.4964981,31.60618019,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",5558225555,34050
1363,芒市迪鑫汽车贸易有限公司,芒市迪鑫汽车贸易有限公司,,云南省,德宏傣族景颇族自治州,芒市,云南省德宏州芒市大街北段,98.59010315,24.45589066,,8:30-18:00,0,0,长城%2c哈弗,1,,0692-2113830,53310
892,茂名市进达汽车有限公司,茂名市进达汽车有限公司,,广东省,茂名市,茂南区,茂名市油城九路沙田小区,110.953598,21.67491913,,8:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0668-2733777,44090
893,梅州市华发金属材料有限公司,梅州市华发金属材料有限公司,,广东省,梅州市,梅县区,广东省梅州市梅县锭子桥华发苑底层,116.0985031,24.30179977,,9:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0753-2533853,44140
1320,绵阳丰孚汽车销售服务有限公司,绵阳丰孚汽车销售服务有限公司,,四川省,绵阳市,涪城区,绵阳市经开区绵州大道中段6号,104.7814026,31.42691994,,8:30-18:00,0,0,长城%2c哈弗,1,"44,411",0816-6395223,51070
1102,南京乾通汽车贸易有限公司,南京乾通汽车贸易有限公司,,江苏省,南京市,溧水区,南京市溧水开发区团山西路29号,119.0205002,31.6925106,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522",025-56238116,32010
842,南平市建阳区龙祥汽车贸易有限公司,南平市建阳区龙祥汽车贸易有限公司,,福建省,南平市,建阳区,建阳市海西林产工贸城二块8号地,118.0678024,27.40838051,,8:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0599-5555558,35070
1103,南通东驰汽车销售服务有限公司,南通东驰汽车销售服务有限公司,,江苏省,南通市,港闸区,江苏省南通市城港路388号,120.7838974,32.04922867,,8:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0513-80112888/80112889/80112890/80112891,32060
1104,南通华驰汽车贸易有限公司,南通华驰汽车贸易有限公司,,江苏省,南通市,海门市,江苏省南通市海门市人民西路1518号,121.1356964,31.89365005,,08:10-17:30,0,0,长城%2c哈弗,1,,0513-68700800/68700808,32060
1105,南通金琥汽车销售有限公司,南通金琥汽车销售有限公司,,江苏省,南通市,崇川区,南通市驰远路12号,120.9948807,31.92295074,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0513-85708266/85709266,32060
1106,南通益都汽车销售服务有限公司,南通益都汽车销售服务有限公司,,江苏省,南通市,如皋市,江苏省如皋市如城街道贺洋村八组88号,120.5780029,32.33815002,,8:00-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0513-87776188,32060
988,南阳市广信汽车销售服务有限公司,南阳市广信汽车销售服务有限公司,,河南省,南阳市,卧龙区,河南省南阳市北京路与信臣路（原312国道）交叉口，向西500米路北,112.5428009,33.0114212,,8:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0377-63132806,41130
989,南阳顺达尔汽车销售服务有限公司,南阳顺达尔汽车销售服务有限公司,,河南省,南阳市,卧龙区,河南省南阳市信臣路与独山大道交叉口东2公里路南,112.5964966,33.03089142,,8:00-18:00,0,0,长城%2c哈弗,1,,0377-63286888,41130
1189,宁夏宁北长城汽车专营有限公司银川分公司,宁夏宁北长城汽车专营有限公司银川分公司,,宁夏,银川市,兴庆区,银川市兴庆区贺兰山东路绿地汽车一条街C区1号,106.3141022,38.51268005,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522",0951-8962706/8962707,64010
1190,宁夏宁北长兴汽车销售服务有限公司,宁夏宁北长兴汽车销售服务有限公司,,宁夏,银川市,兴庆区,宁夏银川市兴庆区清河北街国际汽车城B区9号,106.382103,38.46427155,,8:30-17:30,0,0,长城%2c哈弗,1,,0951-6717604,64010
838,宁夏宁北汽车贸易有限公司北京分公司,宁夏宁北汽车贸易有限公司北京分公司,,北京市,北京市,昌平区,北京市昌平区回龙观镇欧德宝国际汽车城,116.3163986,40.07909012,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",010-80793920/80793919,11012
1326,攀枝花市中驰汽车销售服务有限公司,攀枝花市中驰汽车销售服务有限公司,,四川省,攀枝花市,仁和区,攀枝花市迤沙拉大道827号,101.7204971,26.52516937,,8:30-18:00,0,0,长城%2c哈弗,1,"125,126,522",0812-2329999,51040
1161,盘锦嘉力汽车销售有限公司,盘锦嘉力汽车销售有限公司,,辽宁省,盘锦市,大洼县,辽宁省盘锦市大洼县盘锦南（大洼）高速路出口右转1500米路西,122.0938034,40.9649086,,7:50-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0427-2260002/2260003,21110
990,平顶山市博海汽车销售服务有限公司,平顶山市博海汽车销售服务有限公司,,河南省,平顶山市,卫东区,平顶山市卫东区蒲城办事处任庄村（许南公路立交桥西路北）,113.424202,33.73313904,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522,44,411",0375-2181666,41040
991,平顶山市华裕汽车销售服务有限公司,平顶山市华裕汽车销售服务有限公司,,河南省,平顶山市,卫东区,平顶山市卫东区蒲城办事处任庄村（许南公路立交桥西路北）,113.424202,33.73313904,,8:30-17:30,0,0,长城%2c哈弗,1,"125,126,522",0375-3982666,41040
865,平凉宁北长城汽车专营有限责任公司,平凉宁北长城汽车专营有限责任公司,,甘肃省,平凉市,崆峒区,甘肃省平凉市崆峒区十里铺仁河汽配城A-4S-1,106.7444992,35.52489853,,9:00-17:30,0,0,长城%2c哈弗,1,,0933-8698883,62080
1228,平邑顺华汽车销售服务有限公司,平邑顺华汽车销售服务有限公司,,山东省,临沂市,平邑县,平邑县经济开发区银华路与327国道交汇处东北角,117.6069031,35.50231934,,8:30-17:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0539-5259998,37131
848,莆田市奇奇贸易发展有限公司,莆田市奇奇贸易发展有限公司,,福建省,莆田市,荔城区,福建省莆田市荔城区西天尾龙山村,119.050499,25.49370956,,8:30-17:30,0,0,长城%2c哈弗,1,,0594-2881998,35030
992,濮阳市通达龙翔汽车销售服务有限公司,濮阳市通达龙翔汽车销售服务有限公司,,河南省,濮阳市,华龙区,濮阳市中原西路与安凯路交叉口东南角,114.9884033,35.7887001,,8:00-18:00,0,0,长城%2c哈弗,1,"125,126,522,44,411",0393-8806123,41090
993,濮阳市通达汽车销售服务有限公司,濮阳市通达汽车销售服务有限公司,,河南省,濮阳市,华龙区,濮阳市106国道与胜利路交叉口北10米路东,115.0428009,35.77104187,,8:00-18:00,0,0,长城%2c哈弗,1,"125,126,522",0393-8809669,41090
