id,name,telphone,address,city-region,city,province-region,province,place
908,乌鲁木齐国奥和成汽车贸易有限责任公司,0991-6686920,乌鲁木齐市鲤鱼山北路1号赛博特国际汽车城c-5,650100,乌鲁木齐市,650000,新疆维吾尔自治区,"43.8808889,87.5996072"
1106,克拉玛依华悦起亚汽车销售服务有限公司,0990-6369518,新疆克拉玛依市西环路6号,650200,克拉玛依市,650000,新疆维吾尔自治区,"45.56364826,84.90210275"
700,吐鲁番广达汽车销售服务有限公司,0995-7602888,新疆吐鲁番地区吐鲁番市现代大道8号,652100,吐鲁番地区,650000,新疆维吾尔自治区,"43.019204,89.138035"
809,哈密市盈凯汽车销售服务有限公司,0902-2506067,哈密市广东工业园区岭南路,652200,哈密地区,650000,新疆维吾尔自治区,"42.824935,93.521008"
807,新疆昌吉汇京昌顺汽车销售服务有限公司,0994-6531668,昌吉市乌伊西路中山路街道办事处夹滩村汽车城南侧,652300,昌吉回族自治州,650000,新疆维吾尔自治区,"44.03328882,87.25192938"
1073,巴州强运汽车销售服务有限公司,0996-2708822,新疆库尔勒石化大道神州汽车城（车城美居旁）,652800,巴音郭楞蒙古自治州,650000,新疆维吾尔自治区,"41.72817775,86.21911327"
1087,阿克苏悦诚汽车销售有限公司,09972620222 / 09972620111,阿克苏市交通路25号金土地农哈哈大世界二期17号,652900,阿克苏地区,650000,新疆维吾尔自治区,"41.153026,80.303943"
710,喀什永祥起亚汽车销售有限公司,0998-6539008 6539009,新疆维吾尔自治区喀什地区疏勒县齐鲁工业园区,653100,喀什地区,650000,新疆维吾尔自治区,"39.420837,76.032264"
1189,伊犁沛林汽车销售有限公司,0999-7869999,新疆伊宁市巴彦岱中亚汽车博览中心,654000,伊犁哈萨克自治州,650000,新疆维吾尔自治区,"43.977875,81.23604"
709,阿勒泰地区华越升汽车销售服务有限公司,0906-3908880,新疆北屯西北路S319省道4公里处,654300,阿勒泰地区,650000,新疆维吾尔自治区,"44.4027897,84.92354707"
655,石河子市恒通吉成汽车销售服务有限公司,0993-7657777,新疆石河子市36小区东一路军垦汽车城186-3号,659000,自治区直辖县级行政区划,650000,新疆维吾尔自治区,"44.28807233,86.05937858"
